CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
394506329,12/31/2019,17:30:00,,,32,12/31/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,999937,238365,40.8209268,-73.94332422
968873685,12/29/2019,16:31:00,12/29/2019,16:54:00,47,12/29/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1022508,261990,40.88570141,-73.86164032
509837549,12/15/2019,18:45:00,,,109,12/29/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1034178,209758,40.74228116,-73.81982408
352454313,12/28/2019,1:00:00,,,47,12/28/2019,126,MISCELLANEOUS PENAL LAW,117,RECKLESS ENDANGERMENT 1,COMPLETED,FELONY,BRONX,REAR OF,STREET,N.Y. POLICE DEPT,,,1026412,258211,40.87531145,-73.84754521
248803469,9/5/2008,21:41:00,,,,9/5/2008,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,NA,,1001215,193881,40.69882728,-73.93881905
293718737,12/27/2019,22:00:00,,,9,12/27/2019,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",ATTEMPTED,FELONY,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,989665,201866,40.72075882,-73.98046642
552685226,12/27/2019,20:10:00,12/27/2019,20:15:00,79,12/27/2019,117,DANGEROUS DRUGS,521,"CONTROLLED SUBSTANCE, SALE 5",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1001545,192836,40.69595836,-73.93763162
134037758,12/26/2019,20:00:00,12/27/2019,7:15:00,101,12/27/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1054394,162186,40.61157007,-73.74736517
855385879,12/26/2019,19:57:00,,,44,12/26/2019,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1007027,245405,40.84023414,-73.91768411
241602326,12/25/2019,23:00:00,12/26/2019,14:25:00,20,12/26/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,987147,220853,40.77287456,-73.98954212
585574881,12/24/2019,16:00:00,,,14,12/24/2019,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,,,987220,212676,40.75043077,-73.98928218
916172359,12/21/2019,20:00:00,12/21/2019,20:30:00,25,12/24/2019,341,PETIT LARCENY,301,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,MANHATTAN,,OTHER,N.Y. POLICE DEPT,,,1001150,231355,40.80168406,-73.93895929
946914583,12/22/2019,4:15:00,12/22/2019,4:24:00,108,12/22/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,,,996424,210017,40.7431246,-73.95606807
355952564,12/21/2019,2:35:00,,,46,12/21/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,,1009507,252093,40.85858397,-73.90869607
249276017,12/20/2019,14:00:00,,,42,12/21/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1008690,238862,40.82227104,-73.91169778
636997863,12/20/2019,22:18:00,,,52,12/20/2019,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1014563,253789,40.86322307,-73.89041071
183266811,12/20/2019,1:35:00,12/20/2019,1:44:00,66,12/20/2019,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BROOKLYN,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,989260,169727,40.63254475,-73.98195138
699043216,12/20/2019,0:07:00,12/20/2019,0:12:00,50,12/20/2019,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS",COMPLETED,MISDEMEANOR,BRONX,,OTHER,METRO NORTH,,,1008839,257949,40.87465879,-73.91108944
431547413,12/10/2019,20:06:00,12/10/2019,20:24:00,7,12/20/2019,114,ARSON,263,"ARSON 2,3,4",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,,LA GUARDIA,987063,198657,40.71195209,-73.98985468
800366831,12/19/2019,17:50:00,,,43,12/19/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,,,1023380,239329,40.82349996,-73.85861899
354566222,12/19/2019,2:50:00,,,42,12/19/2019,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BRONX,INSIDE,ABANDONED BUILDING,N.Y. POLICE DEPT,,,1008798,238971,40.82256992,-73.91130717
464928227,12/18/2019,20:30:00,12/19/2019,11:22:00,104,12/19/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,,,1011048,193750,40.69844341,-73.90335796
721499574,10/18/2013,20:34:00,,,75,10/18/2013,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,NA,,1013091,184311,40.6725291,-73.89603056
441714270,12/6/2019,11:30:00,12/7/2019,8:00:00,10,12/19/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,HOSPITAL,N.Y. POLICE DEPT,,,984623,209859,40.7426993,-73.99865538
747375469,12/18/2019,18:15:00,,,100,12/18/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,1036299,153335,40.58740068,-73.81260554
464533599,12/18/2019,17:40:00,,,18,12/18/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,,N.Y. POLICE DEPT,,,988668,218026,40.76511455,-73.98405256
509186416,12/18/2019,17:00:00,12/18/2019,17:15:00,48,12/18/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,,,1016804,251715,40.85752258,-73.88231889
744568485,12/18/2019,14:00:00,,,17,12/18/2019,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,993626,213937,40.75388742,-73.96615999
894555088,12/17/2019,19:20:00,,,14,12/17/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,,,987545,212032,40.74866303,-73.98810951
824710018,12/15/2019,4:15:00,,,28,12/17/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,999342,233575,40.80778062,-73.94548473
395697175,12/15/2019,0:01:00,,,45,12/17/2019,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1029992,249694,40.85191707,-73.83465822
146714745,4/20/2006,21:00:00,,,78,4/21/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,NA,,,,,
916011284,12/15/2019,9:30:00,,,44,12/15/2019,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1006434,244344,40.83732351,-73.91983076
757750529,12/14/2019,17:00:00,12/15/2019,2:10:00,108,12/15/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,OPPOSITE OF,STREET,N.Y. POLICE DEPT,,,998757,212880,40.7509793,-73.9476426
465522474,12/5/2019,22:00:00,12/5/2019,23:00:00,30,12/15/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,,OTHER,N.Y. POLICE DEPT,,,999794,241252,40.82885105,-73.94383419
606783231,12/14/2019,0:25:00,12/14/2019,1:39:00,48,12/14/2019,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1015943,251074,40.85576636,-73.88543443
712604581,12/13/2019,22:15:00,12/13/2019,22:20:00,75,12/13/2019,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1014932,178651,40.65698748,-73.88941958
297743326,12/12/2019,20:00:00,12/13/2019,6:27:00,47,12/13/2019,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1022089,257064,40.87218288,-73.86318347
954653095,11/15/2017,20:00:00,,,107,12/13/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,QUEENS,INSIDE,,N.Y. POLICE DEPT,,,1036790,205267,40.72993936,-73.81043314
943061009,12/12/2019,14:30:00,,,109,12/12/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1030368,214723,40.7559295,-73.83353931
664578120,12/12/2019,14:00:00,,,25,12/12/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,,,1001150,231355,40.80168406,-73.93895929
815399488,12/12/2019,11:20:00,,,44,12/12/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1006261,242012,40.83092328,-73.92046361
954363685,12/12/2019,1:00:00,,,105,12/12/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1057258,200139,40.71571905,-73.73663905
903296937,12/12/2019,0:00:00,12/12/2019,2:19:00,48,12/12/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BRONX,INSIDE,STREET,N.Y. POLICE DEPT,,,1011779,246746,40.84390126,-73.90050463
375202268,12/11/2019,0:01:00,,,83,12/12/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,,OTHER,N.Y. POLICE DEPT,,,1004729,195494,40.70324716,-73.92614129
750564667,6/1/2019,0:01:00,,,43,12/12/2019,104,RAPE,155,RAPE 2,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1020316,239179,40.8231013,-73.86969046
656309678,12/11/2019,2:00:00,12/11/2019,2:12:00,40,12/11/2019,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1005207,233367,40.80719775,-73.92429929
463377981,12/10/2019,15:30:00,,,32,12/10/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,999046,236755,40.81650934,-73.94654696
178126093,12/10/2019,15:00:00,12/10/2019,15:40:00,40,12/10/2019,107,BURGLARY,231,"BURGLARY,TRUCK DAY",COMPLETED,FELONY,BRONX,INSIDE,STREET,N.Y. POLICE DEPT,,,1006828,237680,40.81903174,-73.91842931
334595802,12/7/2019,16:00:00,,,43,12/10/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1023756,237245,40.81777831,-73.85727271
387104863,12/9/2019,16:00:00,,,44,12/9/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,,,1007080,245503,40.84050298,-73.91749224
958780453,12/9/2019,15:17:00,,,120,12/9/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,OTHER,N.Y. POLICE DEPT,,,962748,174174,40.64472613,-74.07748316
377065402,11/15/2019,15:00:00,11/15/2019,15:15:00,60,12/9/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,989220,149465,40.57692971,-73.9821104
597539956,10/11/2019,10:30:00,12/9/2019,11:30:00,106,12/9/2019,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1029960,182842,40.668426,-73.83522843
815985199,12/8/2019,23:20:00,,,23,12/8/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,1000846,226964,40.78963253,-73.94006818
563878986,12/8/2019,9:15:00,12/8/2019,11:00:00,61,12/8/2019,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,,,997460,152730,40.58588304,-73.9524416
296973097,12/8/2019,5:44:00,,,41,12/8/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,1013902,238673,40.82173633,-73.89286726
392243635,10/7/2019,8:00:00,,,121,12/8/2019,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,937799,164184,40.61721002,-74.1673171
890408300,12/7/2019,0:45:00,12/7/2019,12:30:00,45,12/7/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,OTHER,N.Y. POLICE DEPT,,,1030326,257793,40.87414461,-73.83339524
232821063,12/7/2018,15:48:00,,,114,12/7/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,QUEENS,,STREET,N.Y. STATE POLICE,,,1006767,220212,40.77108698,-73.91870826
973842421,9/13/2016,11:15:00,9/13/2016,11:15:00,41,9/13/2016,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,OTHER,DEPT OF CORRECTIONS,,,,,,
807456815,12/6/2019,13:30:00,,,103,12/6/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,,,1042290,197554,40.70873471,-73.7906553
421506563,12/6/2019,3:00:00,12/6/2019,3:40:00,40,12/6/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1006075,236932,40.81698058,-73.92115225
333083961,12/4/2019,17:00:00,12/4/2019,17:30:00,109,12/6/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,,,1034225,210601,40.74459471,-73.81964821
830490893,12/5/2019,20:00:00,12/5/2019,21:00:00,45,12/5/2019,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1030734,259831,40.87973614,-73.83190581
210375089,12/5/2019,14:20:00,,,46,12/5/2019,117,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1009886,250359,40.85382357,-73.9073326
501081350,12/4/2019,22:00:00,12/5/2019,11:00:00,105,12/5/2019,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,QUEENS,REAR OF,STREET,N.Y. POLICE DEPT,,,1056797,184358,40.67240784,-73.73847197
988494161,4/1/1974,0:00:00,8/1/1974,0:00:00,20,12/5/2019,104,RAPE,155,RAPE 2,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,991168,224929,40.78405987,-73.97502051
366412979,12/4/2019,1:35:00,,,47,12/4/2019,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1025933,269413,40.90605964,-73.84920753
967479421,12/4/2019,0:23:00,,,44,12/4/2019,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1007022,243322,40.83451692,-73.91770926
392974660,4/17/2016,2:11:00,,,25,4/17/2016,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. HOUSING POLICE,,,1002883,231248,40.80138689,-73.93270006
440699711,11/30/2019,14:00:00,11/30/2019,15:00:00,34,12/3/2019,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,1004500,250318,40.85372503,-73.92680199
270368260,12/2/2019,21:23:00,,,52,12/2/2019,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1018810,259520,40.87893729,-73.87502697
388866200,12/2/2019,20:50:00,12/2/2019,21:15:00,113,12/2/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1046998,188633,40.68421658,-73.77375706
346491364,3/20/2014,12:40:00,,,47,3/20/2014,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,,1026142,269205,40.90548776,-73.84845275
877238798,12/1/2019,7:30:00,12/1/2019,9:00:00,45,12/2/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BRONX,FRONT OF,CEMETERY,N.Y. POLICE DEPT,,,1032047,242037,40.83088999,-73.82728462
941392546,12/1/2019,20:40:00,12/1/2019,20:40:00,109,12/1/2019,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,,,1032562,215696,40.75858841,-73.82561313
685495672,12/1/2019,17:30:00,12/1/2019,17:35:00,121,12/1/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,,,950254,158336,40.60121502,-74.12242505
441497338,12/1/2019,8:29:00,,,46,12/1/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1011881,250411,40.85396027,-73.90012087
656903780,12/1/2019,0:50:00,,,62,12/1/2019,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,983915,160199,40.60639378,-74.00120791
575481461,11/30/2019,15:00:00,12/1/2019,9:00:00,40,12/1/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",ATTEMPTED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1005728,233375,40.80721846,-73.92241727
918261954,11/30/2019,23:01:00,,,46,11/30/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,1005694,247184,40.84512031,-73.92249596
897529487,11/30/2019,14:00:00,,,52,11/30/2019,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1018899,259204,40.87806962,-73.87470677
583120306,11/29/2019,22:56:00,,,43,11/29/2019,352,CRIMINAL TRESPASS,203,"TRESPASS 3, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,PUBLIC BUILDING,N.Y. POLICE DEPT,,,1020183,239283,40.82338729,-73.87017045
599591440,11/29/2019,21:50:00,,,14,11/29/2019,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,,,988584,214165,40.75451713,-73.98435829
390973644,11/29/2019,14:20:00,,,1,11/29/2019,358,OFFENSES INVOLVING FRAUD,705,"FORGERY,ETC.-MISD.",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,983728,201372,40.71940455,-74.00188456
490015480,11/28/2019,19:45:00,11/29/2019,10:00:00,42,11/29/2019,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1012493,241147,40.82853137,-73.89794763
193932996,11/18/2019,21:30:00,,,121,11/29/2019,104,RAPE,153,RAPE 3,COMPLETED,FELONY,STATEN ISLAND,REAR OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,942428,166536,40.62368882,-74.15065813
161833964,11/28/2019,11:25:00,11/28/2019,11:58:00,63,11/28/2019,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,999847,165533,40.62102079,-73.94381815
110541210,11/27/2019,23:30:00,,,1,11/28/2019,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,,,981609,197796,40.70958891,-74.00952746
399816810,11/27/2019,18:00:00,,,45,11/27/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1029531,238945,40.8224166,-73.83639716
280541981,11/27/2019,14:00:00,,,47,11/27/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1026142,269205,40.90548776,-73.84845274
806802543,11/26/2019,23:30:00,11/27/2019,1:20:00,47,11/27/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1026387,262634,40.88745131,-73.84760779
409318604,11/21/2019,20:00:00,,,107,11/27/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,,STREET,N.Y. POLICE DEPT,,,1037656,199552,40.71424792,-73.8073539
578168157,1/21/2007,10:23:00,,,,1/21/2007,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,NA,,,,,
951506088,11/25/2019,15:00:00,,,109,11/26/2019,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1033470,218399,40.76600243,-73.82231581
281016073,7/1/2019,0:00:00,,,43,11/26/2019,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1020316,239179,40.8231013,-73.86969046
867160556,11/25/2019,16:35:00,,,122,11/25/2019,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,,,954827,148519,40.57428569,-74.1059144
915335692,11/24/2019,20:00:00,,,110,11/25/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1016239,208611,40.73921601,-73.8845667
441974334,11/23/2019,22:00:00,11/25/2019,8:00:00,46,11/25/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,,,1011725,252317,40.85919216,-73.90067697
876958768,11/23/2019,19:35:00,,,5,11/23/2019,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,984103,201020,40.71843841,-74.00053174
885885482,11/23/2019,7:30:00,11/23/2019,8:25:00,48,11/23/2019,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BRONX,INSIDE,GYM/FITNESS FACILITY,N.Y. POLICE DEPT,,,1014098,247481,40.84591108,-73.89211991
989086735,11/23/2019,2:40:00,,,44,11/23/2019,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1007715,241546,40.8296405,-73.91521114
