CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
771224783,8/2/2019,18:00:00,,,102,10/2/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,,,1027969,188158,40.68302726,-73.84237098
167329752,6/27/2019,17:00:00,,,75,10/2/2019,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,1020955,184061,40.6718138,-73.86768249
515236021,10/1/2019,21:20:00,10/1/2019,21:25:00,106,10/1/2019,109,GRAND LARCENY,443,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,,,1024868,182478,40.66745173,-73.85358596
322830689,10/1/2019,17:40:00,10/1/2019,17:51:00,61,10/1/2019,105,ROBBERY,361,"ROBBERY,BANK",ATTEMPTED,FELONY,BROOKLYN,INSIDE,BANK,N.Y. POLICE DEPT,,,991880,154336,40.59029775,-73.97252941
939086839,10/1/2019,1:30:00,10/1/2019,1:34:00,34,10/1/2019,678,MISCELLANEOUS PENAL LAW,566,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,1002942,249362,40.85110453,-73.93243649
774471819,10/1/2019,0:40:00,,,43,10/1/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1025095,237212,40.81768164,-73.85243534
899592911,6/27/2019,0:00:00,,,41,10/1/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1013232,236725,40.81639185,-73.89529641
156255247,9/30/2019,9:30:00,,,90,9/30/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,997843,196573,40.70622201,-73.95097436
868745697,9/29/2019,22:00:00,,,47,9/30/2019,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1025232,260096,40.88049074,-73.85180051
119645047,9/29/2019,4:10:00,,,42,9/29/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1016105,242923,40.83339369,-73.88488754
461643929,9/29/2019,3:01:00,,,49,9/29/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,OTHER,N.Y. POLICE DEPT,,,1027440,251415,40.85665355,-73.84387181
809265867,9/28/2019,2:37:00,9/28/2019,2:45:00,75,9/28/2019,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1013425,182604,40.66784268,-73.89483389
411847378,9/27/2019,18:25:00,,,52,9/27/2019,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1013702,253646,40.86283349,-73.89352411
952313152,9/27/2019,15:10:00,9/27/2019,15:35:00,40,9/27/2019,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1007271,234996,40.81166377,-73.916838
507892802,9/27/2019,14:09:00,,,47,9/27/2019,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,,,1022602,258369,40.87576249,-73.8613211
875384391,9/27/2019,6:41:00,,,83,9/27/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,,1007103,189971,40.688082,-73.9175979
413231409,9/27/2017,9:35:00,,,13,9/27/2019,109,GRAND LARCENY,443,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,,,987428,206807,40.73432175,-73.98853424
621317801,9/26/2019,15:00:00,9/26/2019,15:13:00,70,9/26/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,996228,168120,40.6281272,-73.95684987
282466359,9/25/2019,20:00:00,9/26/2019,6:15:00,40,9/26/2019,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1007898,237708,40.81910579,-73.9145634
470494583,9/1/2008,0:01:00,,,44,9/26/2019,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1006434,244344,40.83732351,-73.91983076
382055107,9/25/2019,18:35:00,9/25/2019,18:40:00,49,9/25/2019,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,,,1027295,251236,40.85616296,-73.84439712
909744173,9/24/2019,23:50:00,9/25/2019,8:00:00,42,9/25/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1011407,241515,40.82954483,-73.90187031
252672821,9/24/2019,21:00:00,9/24/2019,22:00:00,48,9/25/2019,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1016143,249617,40.85176662,-73.88471838
777966989,8/9/2019,15:00:00,8/9/2019,15:30:00,52,9/25/2019,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,BRONX,,CHAIN STORE,N.Y. POLICE DEPT,,,1013078,254156,40.86423534,-73.89577785
911875338,9/24/2019,17:15:00,,,47,9/24/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,OTHER,N.Y. POLICE DEPT,,,1024846,257598,40.8736363,-73.85321151
637059679,9/24/2019,10:25:00,9/24/2019,11:00:00,42,9/24/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1009784,240404,40.8265003,-73.90773921
290273918,9/24/2019,3:00:00,9/24/2019,12:00:00,61,9/24/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,993837,157085,40.5978413,-73.96547928
924575794,9/24/2019,2:00:00,9/24/2019,4:00:00,30,9/24/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,999794,241252,40.82885105,-73.94383419
631497469,9/23/2019,19:19:00,,,43,9/23/2019,107,BURGLARY,233,"BURGLARY,TRUCK NIGHT",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1021423,236823,40.81663016,-73.86570379
807782923,9/23/2019,9:24:00,,,41,9/23/2019,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1014020,235883,40.81407817,-73.8924533
566764396,9/21/2019,18:00:00,9/21/2019,19:34:00,46,9/23/2019,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1010365,250117,40.85315795,-73.90560205
212753526,1/1/2012,12:00:00,9/23/2019,16:00:00,68,9/23/2019,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,980612,165166,40.62002643,-74.013106
249738804,9/22/2019,20:38:00,,,42,9/22/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,1008459,239672,40.8244949,-73.91252948
759124956,9/21/2019,20:00:00,9/21/2019,20:04:00,42,9/22/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,,,1012860,244801,40.83855936,-73.89660592
324290688,9/21/2019,18:55:00,,,44,9/21/2019,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1007821,243863,40.83599971,-73.91481997
487575522,9/21/2019,10:30:00,,,46,9/21/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,,,1009588,249449,40.85132675,-73.90841324
176137681,9/21/2019,4:20:00,,,42,9/21/2019,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1009872,238747,40.82195205,-73.90742756
486575352,9/20/2019,12:30:00,,,84,9/21/2019,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,,,989013,192652,40.69546894,-73.98282508
717638002,9/20/2019,10:00:00,9/20/2019,20:00:00,40,9/21/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1003307,234979,40.81162655,-73.93115801
430095501,9/20/2019,8:15:00,,,1,9/21/2019,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,,OTHER,N.Y. POLICE DEPT,,,981206,203842,40.7261836,-74.0109838
575577974,9/20/2019,22:12:00,,,88,9/20/2019,105,ROBBERY,366,"ROBBERY,BICYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,994431,189163,40.68588787,-73.96329192
501153570,9/20/2019,15:27:00,,,43,9/20/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1018290,242244,40.83152188,-73.87699509
538483316,9/20/2019,15:00:00,9/20/2019,15:35:00,47,9/20/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,PARK/PLAYGROUND,N.Y. POLICE DEPT,,,1023230,262594,40.88735604,-73.85902568
400434293,9/20/2019,13:20:00,9/20/2019,13:25:00,113,9/20/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,,,1042235,186113,40.67733226,-73.79095216
678373762,9/20/2019,3:30:00,,,44,9/20/2019,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BRONX,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,,,1006434,244344,40.83732351,-73.91983076
391714624,9/17/2019,17:00:00,,,18,9/20/2019,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,986714,218214,40.76563132,-73.99110639
375493727,9/13/2019,13:33:00,,,103,9/20/2019,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,,,1037766,195016,40.70179704,-73.80699316
417152257,9/19/2019,17:50:00,,,43,9/19/2019,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1019150,240476,40.82666588,-73.87389661
972384910,9/19/2019,15:45:00,,,43,9/19/2019,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,,SACK WERN,1021993,238126,40.82020411,-73.86363718
756515475,9/19/2019,13:00:00,9/19/2019,13:05:00,40,9/19/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1011101,238050,40.82003533,-73.9029899
113005928,9/19/2019,9:19:00,,,52,9/19/2019,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BRONX,INSIDE,STREET,N.Y. POLICE DEPT,,,1017440,256046,40.86940749,-73.87999831
719603844,9/18/2019,20:30:00,,,14,9/19/2019,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,,,986301,214682,40.75593699,-73.9925984
814363995,9/18/2019,1:33:00,9/18/2019,1:39:00,90,9/18/2019,117,DANGEROUS DRUGS,502,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1000830,197889,40.70982903,-73.94019764
224335619,8/1/2018,22:00:00,8/1/2018,23:30:00,61,9/18/2019,104,RAPE,155,RAPE 2,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,995244,155739,40.59414517,-73.96041495
877541465,9/17/2019,22:10:00,,,42,9/17/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1007553,239775,40.82478004,-73.91580268
547857586,9/17/2019,13:23:00,9/17/2019,13:40:00,108,9/17/2019,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1006103,209050,40.74045181,-73.92114178
365213173,9/17/2019,4:46:00,,,77,9/17/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,1002625,183496,40.67032002,-73.93376236
317652630,9/17/2019,2:30:00,,,43,9/17/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1022148,235770,40.81373689,-73.86309048
287719105,7/1/2019,12:00:00,7/4/2019,12:00:00,61,9/17/2019,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,997815,155984,40.59481408,-73.95115697
575635342,9/16/2019,21:40:00,,,83,9/16/2019,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,1005350,191272,40.69165729,-73.9239148
626978996,9/16/2019,17:00:00,,,107,9/16/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,,STREET,N.Y. POLICE DEPT,,,1035686,202356,40.72195588,-73.81443869
364725506,9/16/2019,14:44:00,,,44,9/16/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,,,1009394,242828,40.8331546,-73.90913931
296239973,9/16/2019,13:25:00,,,52,9/16/2019,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BRONX,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,,,1013751,253461,40.86232556,-73.89334778
969209707,9/16/2019,12:08:00,9/16/2019,12:11:00,122,9/16/2019,358,OFFENSES INVOLVING FRAUD,705,"FORGERY,ETC.-MISD.",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,,,952820,145880,40.56703527,-74.11312666
205132132,9/15/2019,8:40:00,9/15/2019,8:50:00,40,9/15/2019,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1007396,236901,40.81689214,-73.91637987
941980656,9/15/2019,5:31:00,,,77,9/15/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,1001176,184732,40.67371545,-73.93898268
929370751,9/15/2019,5:00:00,,,41,9/15/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1015773,240835,40.82766393,-73.88609709
481388752,9/14/2019,20:30:00,,,44,9/14/2019,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1007481,241648,40.82992108,-73.91605634
763466088,9/14/2019,8:05:00,9/14/2019,8:10:00,78,9/14/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,,,988496,187479,40.68127051,-73.98469275
240024464,9/14/2019,2:00:00,,,44,9/14/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1010037,246475,40.8431627,-73.9068017
374917702,9/13/2019,23:00:00,,,76,9/13/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,985324,186349,40.67816986,-73.99612938
675691126,9/13/2019,17:05:00,,,46,9/13/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,,1011756,252027,40.8583961,-73.90056609
578269553,9/13/2019,13:50:00,9/13/2019,14:15:00,48,9/13/2019,117,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1016673,247622,40.846289,-73.88281225
919201912,9/13/2019,9:55:00,,,112,9/13/2019,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,HIGHWAY/PARKWAY,N.Y. POLICE DEPT,,,1027058,208898,40.739958,-73.84552375
174154109,9/13/2019,9:35:00,9/13/2019,9:53:00,62,9/13/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,,,984549,164916,40.61934097,-73.99892441
231902617,9/13/2019,7:30:00,,,120,9/13/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,952388,171081,40.6362053,-74.11480042
847581236,9/13/2019,4:00:00,,,42,9/13/2019,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1011766,243002,40.83362511,-73.90056698
459412072,9/12/2019,18:30:00,,,44,9/12/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1007942,243354,40.83460233,-73.9143845
572539370,9/12/2019,15:43:00,,,52,9/12/2019,117,DANGEROUS DRUGS,501,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1011918,255536,40.86802673,-73.89996597
346148025,9/12/2019,14:50:00,9/12/2019,14:57:00,48,9/12/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,,,1012711,247067,40.84477935,-73.89713479
921042424,9/12/2019,13:06:00,,,50,9/12/2019,126,MISCELLANEOUS PENAL LAW,665,MAKING TERRORISTIC THREAT,COMPLETED,FELONY,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,,,1010984,261034,40.88311992,-73.90332097
873378335,9/12/2019,5:52:00,,,32,9/12/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,,1000186,239141,40.82305625,-73.94242274
472438394,9/12/2019,0:30:00,9/12/2019,4:00:00,49,9/12/2019,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1024898,252787,40.86043134,-73.85305267
688231554,9/11/2019,17:00:00,,,90,9/11/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,1000130,194754,40.70122548,-73.94272992
683557906,9/11/2019,0:01:00,9/11/2019,6:00:00,40,9/11/2019,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1003696,237189,40.81769153,-73.92974634
321279924,9/1/2019,0:00:00,,,9,9/11/2019,109,GRAND LARCENY,443,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,986812,206998,40.7348462,-73.99075688
499855297,9/10/2019,0:30:00,9/10/2019,1:00:00,43,9/10/2019,114,ARSON,264,"ARSON, MOTOR VEHICLE 1 2 3 & 4",COMPLETED,FELONY,BRONX,,STREET,OTHER,,,1024622,237417,40.81824648,-73.85414297
425666821,9/9/2019,16:54:00,,,23,9/9/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,,,1000267,228200,40.79302609,-73.94215618
358922472,9/7/2019,12:30:00,,,49,9/9/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1026906,255996,40.86922959,-73.84577303
950851666,9/8/2019,13:50:00,9/8/2019,13:51:00,18,9/8/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,990566,215633,40.75854523,-73.97720307
176153216,9/8/2019,1:15:00,,,9,9/8/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,,,987624,203977,40.72655402,-73.98782843
536685115,9/7/2019,12:00:00,,,52,9/8/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1018338,258146,40.87516792,-73.87674079
922707286,9/7/2019,23:14:00,,,44,9/7/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1005210,241926,40.83068979,-73.92426172
328671915,9/7/2019,20:40:00,9/7/2019,20:42:00,48,9/7/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1015598,247912,40.84708885,-73.88669636
383379685,9/7/2019,19:15:00,,,50,9/7/2019,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1012399,263505,40.88989764,-73.8981934
786912343,9/7/2019,1:15:00,,,49,9/7/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,,OTHER,N.Y. POLICE DEPT,,,1024564,246319,40.84268015,-73.85429902
390902807,9/6/2019,21:54:00,,,47,9/7/2019,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1026242,262091,40.88596164,-73.8481356
840505099,9/6/2019,19:10:00,,,43,9/6/2019,107,BURGLARY,233,"BURGLARY,TRUCK NIGHT",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1018579,241367,40.82911365,-73.87595526
923110156,9/6/2019,11:00:00,9/6/2019,13:36:00,17,9/6/2019,109,GRAND LARCENY,443,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,991849,210726,40.74507574,-73.97257747
899320182,9/6/2019,0:25:00,,,71,9/6/2019,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,995082,180931,40.6632921,-73.96095784
281039037,9/5/2019,17:00:00,,,9,9/6/2019,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS",COMPLETED,MISDEMEANOR,MANHATTAN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,,,989819,204094,40.72687405,-73.97990901
487526835,9/5/2019,17:14:00,,,44,9/5/2019,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1007429,242202,40.83144179,-73.91624233
